name,age,income,zip,net_worth
Teddy Gaylord,42,24097,14100,232409
Gary Hopper,28,68783,80728,241545
Marisol Gollier,65,47974,48154,386927
Amber Simons,36,96065,14100,847077
Barbara Ballard,65,42938,40064,761755
Alonzo Morris,43,91871,40445,757556
Doris Sanders,53,52662,11251,86202
Harold Preuss,56,72261,29579,275322
Loretta Stephens,51,50719,81722,771927
Desiree Robinson,32,91586,60059,767662
Lula Degroot,55,70314,57067,690437
German Russell,48,73387,62919,68352
Richard Hollifield,19,25456,59686,130902
Marvin Barber,61,79709,41995,493331
Michael Jackson,39,131673,48154,1331630
Richard Andrews,38,80707,72096,7706
Jeffrey Mason,25,171790,81162,953925
Tommy Cook,54,62559,55803,969802
Myron Pisano,34,73145,41995,95994
Freddy Swingle,44,37364,52566,71152
Alicia Sampson,45,38706,48910,226747
Rosa Carver,25,75117,49785,457911
Kenneth Tozier,39,79563,29579,574717
Stanley Velasquez,55,67113,41995,72481
Eugenia Austin,37,43419,31643,479152
William Lombardo,29,99258,81162,196195
Velia Kessinger,32,71538,41318,158341
Irene Evans,38,59036,31724,200990
Norman Wiese,40,39034,62919,1679
Nancy Rigel,42,50884,29579,108904
Marcus Smith,55,84568,31643,388101
Kenneth Plank,33,35013,90214,180902
Gilberto Jennings,48,21904,61910,182363
Richard Cramer,63,113892,11251,397562
Adam Miner,62,33894,49785,171348
Helen Cowans,59,18760,89947,265630
Kevin Martinez,61,78260,52566,1269075
Catina Reese,46,117227,89947,1484747
Arthur Thompson,52,47986,61065,50100
Anna Kepley,54,48865,31643,452259
Hyun Newton,36,75397,53351,248279
Alleen Martinez,46,147548,81162,1389280
Courtney Oakes,47,67877,31724,359286
Todd Marino,37,43759,70658,143461
Adriana White,29,44451,53351,12661
Donna Formella,62,14342,62919,59972
Irene Koster,52,50979,31643,131092
Doris Schreiber,36,47368,57129,322948
Mario Budge,23,35338,80728,150796
Gilbert Fouts,38,37623,55803,302562
Randall Davis,35,66628,33968,604580
Robin Marini,57,44976,11251,288162
Toni Kepley,48,96599,90214,737976
Hortensia Roller,46,109728,85486,109893
William Rose,19,69742,59686,291687
Helen Brannan,53,28130,14100,354339
Dan Berhe,38,54077,14100,38203
Robert Anderson,44,32035,92366,16160
Lynette Walker,58,33973,93287,232325
Donald Rehl,34,32432,61910,188670
Jame Vargo,59,22715,93287,272424
Rex Alvarado,50,46019,72096,306135
Jenny Smith,34,36980,40064,40957
Traci Lafave,64,126872,48910,1542520
Michael Thorton,27,44562,70658,262398
Carlos Imhoff,18,69316,55803,71178
Yvette Hawkins,34,38219,41995,170034
Adam Burdick,35,57447,48154,286286
Eva Mcbride,61,45212,93287,819536
Elmer Parker,48,53841,72096,729442
Christina Dunham,62,79863,29579,1183802
Kimberlee Holtsclaw,40,55235,59686,212602
Julia Thompson,59,70749,49785,392377
Jessica Hansen,21,50552,59686,4441
Denis Dang,36,26452,57129,243642
Douglas Norman,62,29758,30175,308740
Jose Thorton,55,84302,41318,174944
Thomas Knudsen,49,39344,89947,571788
Brenda Perkins,53,102093,53351,995061
Jimmy Mcmullen,51,55049,14100,548965
Lori Sparkman,39,42265,79775,594967
Timothy Aberle,21,38370,59686,35875
Mary Bush,19,99056,31724,166356
Sue Falvo,31,70577,30175,428194
Susan Hurdle,64,56934,85486,32882
Pamela Crump,30,51065,85486,52447
Susan Turner,33,103974,53351,47661
Denise Wasinger,22,27068,59686,49626
Nena Bonneville,63,47620,31724,457258
Willy Lawson,42,36735,31724,69732
Michael Cattaneo,61,180465,57067,416444
Mary Romero,38,52646,23944,69550
Madeline Vieira,31,21555,55803,77032
Andrew Baker,24,77107,57129,210892
Fred Lindsay,59,42019,30175,678878
George Boston,52,60976,85486,130211
Alan Wilner,37,62855,33968,410142
Gene Adams,56,106634,29256,501223
Rick Oshey,24,47755,57129,325004
Jacqueline Zimmerman,29,52700,55803,17018
Mellisa Broughton,20,19451,30175,10608
Billy Briscoe,61,55287,92366,797392
Sally Ballard,50,47256,40064,659688
Mary Trible,52,40882,11251,427906
Sandra Ahlman,20,51105,82564,248947
Francisco Khensovan,33,65598,30175,340198
Thomas Nguyen,23,43998,92366,146105
Mel Maclean,40,22663,81722,134391
Chelsea Hansen,27,60223,29256,93892
Gary Baker,60,140750,40064,23958
Kevin Ramirez,36,42374,34618,45041
Gladys Shoemaker,43,53643,48910,673572
Franklin Doughty,31,148202,48910,111269
Kenneth Bowers,33,23932,31643,1454
Ryan Mallari,55,53271,48154,520184
Rogelio Grignon,28,34452,61910,317194
George Moore,26,44109,40445,315873
Ruby Thompson,53,190367,33968,1380186
Edward White,59,64074,31643,345011
Cathy Mccafferty,21,49997,29579,190659
Angel Borchers,27,79754,11251,489550
Terry Rangel,28,24743,57129,173675
Brandi Zepeda,46,32913,48154,371187
Robert Wyckoff,52,48482,23944,307958
Angelique Thomas,58,42346,61065,97017
Jason Gamble,32,91056,62919,407053
Mitchell Machado,33,44228,59686,38134
Sharon Nguyen,24,169662,61910,1094064
Judy Gant,57,41156,52566,336504
Lori Yancey,27,66451,40064,16098
Donald Navarro,23,64823,93287,210765
Valeria Roberson,63,74268,70658,173914
Ronald Zmolek,22,108525,29256,214426
Philip Cuomo,57,118438,31643,340982
Crystal Kennedy,22,101587,82564,623522
Margie Pearson,46,236703,72096,1552443
Robert Mackenzie,43,107660,11251,209646
Cari Treadwell,60,16895,89947,244875
Matthew Sherman,49,100786,61910,451701
Jerry Huddleston,37,132979,57067,175425
Tasha Hamilton,65,33861,49890,183902
Carrie Tate,20,18769,30175,101694
Rose Sample,37,87103,52566,457550
Anglea Webster,18,43231,60059,58628
Christina Cook,52,22308,81722,336801
Scott Ruiz,46,82019,34618,2753
Gladys Allison,59,49835,52566,656921
John Jewell,40,82872,60059,690489
John Hoefle,29,115784,60059,161736
David Chapman,44,124673,70658,40563
Vanessa Shaw,54,57329,93287,683397
Lakeisha Dubay,32,63491,80728,110766
Donald Green,52,42066,93287,418558
John Ray,65,61546,60059,80171
Samantha Pittman,53,55474,70658,790992
Timothy Kamerer,19,87285,48154,416988
Richard Grace,55,53794,59686,502846
Nathan Ray,34,54095,52566,279202
Judy Hadley,45,53778,48154,12953
Dave Briggs,20,101160,40064,307936
Curtis Sawyer,29,67422,53351,230819
Jerome Bierman,42,43493,31643,473609
Rocco Thompson,64,36581,79775,148985
Nikki Nichols,57,60923,52566,84747
Manuel Hartman,57,91213,57067,1182825
Todd Sims,18,51971,52566,64343
Deborah Blackburn,47,63835,40064,290112
Charles Leaton,49,47934,53351,340061
Timothy Shellenbarger,24,27865,62919,173390
Timothy Vanhamlin,52,56923,31724,5753
Anthony Johnson,28,188324,79775,1035561
Rita Mitton,29,69931,92366,135567
Anne Zelaya,31,69874,59686,636536
William Clay,45,71636,29256,296653
Linda Tallarico,22,60322,34618,18800
Travis Carman,61,37508,41995,98191
Paul Biltz,55,45624,72096,284868
Denice Sellars,34,49783,85486,411363
Harry Benson,23,58772,80728,383466
Gary Mckinney,50,71941,49785,524062
James Escovedo,44,19888,33968,200232
Anna Swanson,26,37235,41318,96459
Jessica Tongue,33,72053,80728,565361
Nora Eichhorn,61,128951,72096,1872639
Carrie Wischmeyer,20,46969,49785,123289
Tanya Reinhart,53,50415,93287,117563
Jason Pemberton,48,92763,53351,146207
Lee Russo,29,75964,29579,326321
Philip Phillips,18,53797,31724,21726
Daniel Kinder,62,66167,93287,817963
William Bailey,35,97573,48910,189257
Ruth Davis,18,18484,40064,87073
Grace Paul,53,19942,70658,61990
Vera Yanez,50,143031,31724,1096057
David Beckman,64,81037,40445,1361460
Gertrude Keene,33,55927,93287,378600
Bill Braatz,44,63675,48910,675746
Henry Ly,29,214060,62919,1734158
Tina Members,56,73387,70658,1084019
Jill Anderson,63,21851,72096,304145
Joseph Harris,58,152416,80728,16653
David Hannan,47,115535,23944,1384096
Julia Cromer,34,45811,90214,189320
Tara Mensik,21,97576,33968,574451
Stacey Brode,44,25584,11251,862
Ruth Morris,20,26058,52566,76116
Dena Jenkins,54,125633,52566,1453848
James Whitmore,23,29355,34618,116055
Herbert Lombardo,25,71082,85486,398782
Nelson Nettles,56,25181,81722,179399
John Coffman,18,63681,41995,82511
Linda Ishak,33,106463,79775,82272
Mary Lampkin,46,72138,93287,104869
Charlene Hurse,41,94771,30175,811389
Bobby Hale,29,79868,34618,437429
Susan Henderson,18,49859,57067,13794
Matthew Herren,34,91791,85486,373574
Ashley Cosby,50,168715,90214,2270388
Paul Whitmire,36,129335,62919,165904
Francis Derks,37,63072,60059,213870
Marc Yunker,57,38532,40445,228221
Thomas Haring,65,126829,85486,81451
Sarah Perez,60,116712,30175,570010
Dorothy Daniels,27,63609,48154,398728
Patricia Hopper,31,37111,33968,150469
Janette Gutierrez,24,106637,57129,494003
Dawn Goodwin,43,86534,31724,907196
Michael Hill,54,22949,62919,88433
Stephen Pepper,39,73712,31643,483929
Anthony Shipe,57,48906,85486,702970
Paula Stewart,45,45492,57129,398684
Robert Good,25,80462,89947,419452
Kimberly Rodriguez,48,43393,89947,358134
Danielle Mountain,20,76266,61065,453410
Jordan Mcminn,29,106745,79775,342765
Michael Estrada,34,60887,92366,224950
Jack Harrison,49,67131,41995,764183
Eric Ruiz,44,50892,41318,221265
Joshua Vasmadjides,42,84849,49785,984516
Joann Horne,43,52458,14100,523728
Betty Parker,20,65459,55803,391369
Ronald Lopez,39,58617,72096,631468
Patrick Fick,57,63961,79775,806186
Charles Guest,43,34565,79775,431652
Reginald Allen,48,107877,92366,284156
Thomas Stevenson,61,32618,33968,51554
Nichole Hendricks,29,130063,41318,430518
Caryn South,59,48638,61065,255825
Henry Kennedy,18,83045,82564,381135
Bryan Nelson,52,76614,62919,174150
Alberta Richardson,40,91443,82564,11633
Mary Mills,42,27519,41318,184714
Mireille Barnett,34,54275,34618,322214
Randy Smtih,35,24686,81162,229908
Genevieve Taylor,55,71155,60059,1128396
Kerry Johnson,23,73735,61910,15773
Teresa Wise,53,64609,70658,53186
Joe Mince,24,151461,85486,956262
James Williams,22,53307,23944,288979
Gladys Lingafelter,61,96279,11251,587427
Rosita Bednorz,40,44971,81722,118929
Kathy Campbell,24,37167,49890,260084
Lynn Erlandson,49,141439,81722,477104
Eric Mitchell,39,67680,14100,615973
Chance Torres,56,35955,48910,242988
Zachary Bonner,32,18646,41318,144077
Peter Botz,23,28940,29579,192309
Justin Farrow,45,128870,53351,1084616
Lindsay Applegate,54,70171,93287,42366
Joy Harris,29,28738,14100,51911
Donnie Dominguez,43,96516,53351,995736
Erin Tavolario,52,98694,49890,65712
Eddie Dotson,52,19655,80728,149665
Grace Sumner,40,87377,79775,176130
Walter Marshall,28,70799,23944,498508
Cheryl Lahr,36,78941,40445,641262
Latanya Calisto,61,81354,23944,946340
Ann Creed,41,55642,70658,260316
Joanne Bach,50,109491,59686,232745
Dorothy Dunn,26,40262,93287,112650
Nicole Mone,29,57225,57129,224416
Robbie Robinson,21,58308,70658,296444
Margaret Thompson,59,39698,81722,71732
Tim Williams,43,35882,72096,107586
Horacio Martin,34,13010,57129,126097
Melvin Jarvis,60,57257,93287,262479
Donald Guy,21,90894,81162,198840
Maureen Ladner,28,110797,23944,843470
Christopher Lawson,39,53636,33968,224223
Paul Macdonald,46,32621,40064,263143
Maryalice Tenbusch,64,116039,31724,1689173
Toni Gonzales,60,36490,41995,483216
Heidi Shanahan,57,67534,92366,669861
Martha Thompson,38,52844,72096,649690
William Howard,41,65026,80728,556783
Karen Carpenter,22,119442,48154,54693
Levi Metzner,37,74728,79775,827559
Linda Thole,37,73262,40064,589601
Nicholas Mireles,19,25631,40445,16521
Maggie Duncan,19,111261,49890,404549
Diana Dammeyer,25,195368,41318,34226
George Gowan,20,44323,48910,145220
Michael Strand,18,72490,30175,156383
Timothy Thompson,30,26500,31724,46578
Virginia Frank,46,81269,82564,1056762
Sarai Haynes,43,40012,62919,474781
Allison Peters,63,41639,49890,329580
Jeffrey Jones,56,209071,49785,715502
Vincent Renshaw,45,74833,53351,432595
Gloria Guidotti,60,104040,62919,300201
Sylvia Pring,44,50807,34618,262795
Lewis Chasten,34,58890,53351,164910
Christina Wyndham,38,46132,72096,372615
Anthony Deutscher,28,92891,61065,331379
Joan Noakes,34,97349,49785,23148
Wanda Zuniga,41,62345,31643,25876
Ruby Werner,27,85943,14100,198760
Kerry Tutwiler,56,53246,29256,599751
Sallie Spencer,63,65563,61065,300635
John Herrod,33,84670,55803,818238
Lucretia Pranger,48,52726,53351,699885
Gloria Rodregez,49,54315,79775,510086
Willie Phillips,48,68102,53351,424591
James Diego,31,54865,61065,322518
David Tenebruso,63,53158,33968,108839
Enrique Stricker,36,97459,82564,379560
Elizabeth Lott,39,46145,92366,81570
Nathan Cole,48,50087,34618,316217
Barbara Thomas,47,39646,49890,391614
Gary Ware,38,107212,60059,552155
Oliver Carpenter,39,71151,62919,94824
Tara Bailey,27,44051,49890,148565
Fay Lieu,52,80965,48910,446533
Brian Curry,37,106265,60059,416031
John Spiro,45,27371,72096,280132
Priscilla Herrmann,59,59321,61910,700677
Mary Armstrong,59,24495,48910,359329
James Lanosga,40,46858,30175,542531
Frank Kleine,21,52669,40445,71110
Jerrie Jordan,24,36727,61065,79496
Anna Williams,40,71261,81722,728753
Gary Collier,24,155219,60059,913714
Hattie May,20,37266,48154,83768
Bridgett Martin,38,97456,62919,924868
Brian Stremming,55,63110,93287,700102
David Sideris,45,169494,79775,1189201
Gordon Smith,61,65513,52566,153454
Lydia Perrine,41,68426,23944,507051
John Mcintosh,61,60688,89947,387612
Sally Plumber,21,97485,29579,38871
George Melton,61,26308,57067,206557
Garrett Jones,24,81026,57067,250006
Michael Gordin,36,61090,61910,244844
Tristan Minton,24,32122,31724,82481
George Vinson,36,89880,52566,195476
Julie Boudreaux,39,45689,30175,178173
Mark Lopez,48,55147,62919,562586
John Burger,22,302700,61910,1981712
Maggie Beckett,26,120079,23944,602116
William Hale,35,62255,80728,220351
Patricia Brandt,50,114196,61910,1313562
Thomas Farley,22,103629,23944,305623
Julio Neilson,58,81614,61910,631789
Betty Lauzon,52,144761,62919,1757462
Harold Whitney,50,36124,41318,484912
Roseanne Simmons,30,101646,89947,623821
Peter Wright,50,90361,14100,1117178
Clifford Forster,21,81330,82564,62536
Regina Smith,40,45722,53351,202619
Harry Jackson,25,67332,90214,266223
Philip Nixon,37,32861,31643,135245
Jan Kirby,33,61599,40064,598224
Christopher Wison,42,142958,41318,370499
Jesse Christiansen,56,74660,82564,530722
Lynn Williams,61,26541,23944,39891
Keith Cline,41,89556,60059,1069285
Shirley Sand,21,46635,23944,233050
Matthew Hamelton,61,40102,57067,103590
Ethel Sulla,28,43304,41318,240293
Mary Linn,22,76162,49890,229558
Christopher Hamilton,27,76362,49890,533481
Richard Richardson,41,19231,29579,186154
Luz Ellender,18,16526,57067,4857
Odessa Drouin,26,57074,60059,9054
Trinidad Corral,18,47760,48910,221928
Julie Nichols,52,84564,34618,1215766
Stella Hawes,31,30884,81162,93648
Grant Zymowski,43,89382,52566,1054580
Kim Clowes,60,39965,82564,373456
Amber Brown,19,57685,62919,173399
John Bryant,48,138808,62919,715289
Thomas Drake,55,120706,14100,1978214
Brian Franks,38,126755,92366,709572
Angela Craven,33,45178,29579,261739
John Jones,52,139522,40445,1891065
Evelyn Billman,33,63828,61910,80582
Carol Tribble,50,48943,80728,350051
Irene Ta,42,100004,33968,1247125
Paul Paddock,59,37824,30175,165518
William Napoleon,55,50968,60059,404213
Susan Weber,43,157327,81722,579911
James Folks,25,90150,89947,194980
Jonathan Mariscal,38,57169,60059,274959
Joseph Ruse,52,40144,23944,348783
Barbara Knoy,57,64468,23944,1018485
Lee Nichols,65,79279,79775,49114
Kelly Hartsfield,35,48367,81722,410945
Sheila Nestor,52,55516,11251,794867
Patricia Elder,47,30454,79775,418210
Keith Thacker,21,49239,33968,175524
Ralph Walker,21,27054,40445,27848
Holly Copeland,42,56156,31724,534974
Paul Holland,47,86342,31724,319018
Karri Wheller,44,32575,14100,129951
Darryl Snyder,59,48654,81722,433855
Regina Mckeon,48,56759,81162,520057
Paul Gonzalez,45,63261,90214,818874
Michelle Green,64,49359,41318,166709
Erica Linzan,62,61189,82564,554975
Michael Pelter,27,159022,57067,1073537
Ashlea Kennan,38,41585,41318,127468
Arthur Arroyo,47,214012,61065,796846
Jack Quay,45,55529,92366,224684
Gregory Bailey,49,81001,82564,569126
Dorothy Smathers,35,85746,55803,802956
Samuel Kaufman,61,24430,34618,457834
Adam Robertson,33,71732,57067,291508
Andrea Davenport,45,51798,33968,565776
Toni Ballard,42,38632,31643,238009
Nolan Pedersen,58,62179,41318,835066
Robert Mitchell,57,49471,29579,244640
Randy Bradford,30,50750,41995,389784
Joel Carlos,42,48689,48154,494762
Mary Stanley,40,54374,80728,256490
Loren Tonge,45,81783,55803,1014117
Robert Brock,64,63578,80728,593130
Johnny Cower,25,56616,29579,249325
Barbara Jones,32,36682,41318,102111
Eleanor Conley,41,83470,40064,146859
Charles Leon,26,29977,72096,115627
Charlotte Fernandez,25,109806,93287,212630
Patricia Song,35,35547,41995,81264
Julia Groff,49,44664,53351,621505
Robert Madore,29,107651,49890,151983
Joyce Houis,46,150295,59686,500575
George Brown,24,84248,11251,262344
William Holsworth,62,92933,31724,924948
Craig Alvarez,46,79602,57067,631052
Kimberly Scott,43,44528,34618,28532
James Torres,33,109058,41318,910956
Jerry Pippenger,24,29235,52566,134371
Philip Christopher,50,105629,85486,603253
Sandra Mailman,18,63112,81162,262823
Kent Tully,45,28206,59686,195656
Ron Navarro,51,50243,49785,14617
Jerry Adams,63,71646,60059,572501
Kathryn Steven,28,75456,62919,196520
Steven Howell,44,105277,85486,1246730
Milan Sloan,42,23615,61065,225034
Clarissa Rodriguez,40,91515,31643,959508
Teressa Sanchez,35,29893,41318,437860
Esther Mendoza,26,60827,81162,251956
Christi Dyches,65,57672,55803,610950
Elizabeth Brown,36,69911,62919,741847
Howard Friedman,56,52653,57067,194140
Paul Quero,37,99827,30175,665817
Dorian Schwartz,63,33946,23944,348818
Raymond Lee,50,16361,23944,8355
Gloria Rogers,45,42539,29579,343117
Carl Garcia,56,32011,23944,230387
Jeannette Barnett,24,61846,29579,130504
Charlotte Wright,41,34041,72096,117721
Brenda Sosa,19,59696,90214,147921
Edna Keeter,56,44107,33968,718924
Jody Kirkpatrick,65,66768,31724,1014071
Cheryl Xiong,34,119595,70658,376101
Jeffry Trujillo,54,58703,52566,21897
Argelia Pennington,62,60287,48910,845410
Ruben Pope,44,88008,59686,464971
Ronald Damian,56,92957,89947,118857
Janie Schroth,23,72492,61065,353757
Thomas Harren,58,39021,61910,77964
Nestor Whilden,27,107869,41318,233679
Charles Ferry,64,69870,90214,1333519
Geralyn Hicks,44,68697,59686,249406
Wanda Scalf,20,22306,31724,93096
Jennifer Beebee,52,45623,57067,36985
David Urick,19,91421,57129,95987
Justine Panning,44,52610,55803,309980
Maurice Anderson,64,156179,49785,373648
Pauline Chester,62,55828,48154,1062699
Bertha Vanalstyne,49,79423,92366,229347
Carol Kauffman,65,43005,93287,293048
Barry Greene,37,150176,52566,643276
Myrtle Rico,64,50224,52566,87147
Jesse Ellis,43,97939,40064,679845
Dana Livingston,41,50717,81162,485116
Bessie Banda,48,31193,82564,64301
Carol Wilmore,45,57805,40445,680373
Vernon Hackett,50,83297,11251,975353
Allen Ferrell,51,42671,40445,185450
Heather Mears,34,82580,60059,510163
Heath Krueger,24,85291,48910,160569
Angela Prude,62,121441,62919,1412354
Catherine Sellers,25,82355,61910,537366
Clarence Reed,21,103927,61065,196880
Anthony Davis,63,64981,52566,372604
Christopher Sansburn,56,40297,57129,535195
Christine Wiley,45,132575,40064,843590
Steven Garcia,20,47329,31724,207619
Michael Newby,45,33650,41318,17451
Daisy Simeone,43,65170,53351,133616
Helen Lopez,23,53906,49785,93602
John Hicks,63,75388,59686,621125
Erin Skora,20,62420,29579,244811
Carolyn Compton,25,45023,79775,185411
Crystal Kipping,36,123268,33968,71440
David Floyd,24,24611,59686,53051
Sadie Parker,37,57598,82564,253288
Joey Brown,58,54588,31643,543016
Teresa Peck,60,43357,61065,713855
Elizabeth Dayton,49,40249,57129,83168
Terrance Warner,27,74649,41318,407853
Lori Webb,24,80845,85486,471921
Juan Torres,48,33007,33968,370128
Edward Frost,64,23065,31643,216389
Gerald Shorter,64,37746,85486,389924
David Rangel,29,23376,49785,62419
Robert Bailey,49,67632,41318,660228
Norma Easley,23,132646,52566,761746
Lauren Hayes,26,99809,49890,136973
Diana Russell,42,33408,31643,341491
Pauline Ranieri,31,43479,34618,290160
Raymond Oliver,52,73917,70658,139351
Glenn Kopecky,21,46974,49890,125775
Kevin Thomas,26,53495,81722,150544
Samuel Lewis,53,81284,57129,1020811
Edward Hirschman,58,66342,41318,401127
Shannon Blood,42,30245,57129,322325
Jessica Kettler,29,55636,31643,460614
Terry Eaton,31,37404,48154,179148
Larry Green,20,23875,57129,146467
Deborah James,25,66028,53351,90273
Gregory Carter,34,16005,48154,95117
Preston Tourville,63,58806,59686,90692
Robert Birmingham,65,92644,61910,1805640
James Fuller,42,46717,49890,404718
Glenn Pigue,22,61639,48910,142725
Danielle Bejjani,18,56828,23944,145257
Nicole Hinds,57,61260,23944,87645
Kelli Ramsey,36,20831,92366,120814
Doris Mason,46,66986,11251,825606
Joseph Ashe,42,20610,11251,88223
Katie Hathaway,25,44892,14100,79973
Kimberly Paquette,20,87376,48154,60559
Evelyn West,22,57893,34618,71529
Dan Rosecrans,57,45390,60059,743449
Charles Lawson,50,75457,59686,56397
Ignacio Swonke,25,90783,85486,265213
John Parker,42,84206,29256,134031
Randy Giardina,46,17872,90214,123863
Michael Cornell,33,45145,40064,87780
Erica Pruitt,55,55384,60059,149006
Allison Bell,63,65790,61910,1120872
Michael Hicks,34,62282,41995,152632
Manuel Zeigler,56,81883,40445,269972
Cheryl Bohon,19,34395,41995,38374
Emmitt Hill,53,33701,72096,428216
Michael Maxwell,37,34890,59686,133595
Ina Quick,32,64526,48910,229566
Esther Veve,50,78520,61910,703429
Fern Whitlow,43,57086,82564,530371
Marco Kelly,62,36637,80728,175668
Seth Calhoun,62,44941,90214,772283
Jocelyn Yoshino,53,44663,40445,130599
Catherine Ewing,31,83219,61910,89766
Derek Crane,26,44822,80728,39101
Arthur Carver,49,130223,79775,412386
Jessica Richter,26,33084,81722,10710
Charles Lyons,64,59032,40064,256761
Jean Dunn,44,69009,85486,899832
Jeffrey Batres,62,99585,92366,1573366
Deborah Landry,60,87173,23944,82057
Benjamin Landon,58,51846,61910,245194
Alexandra Ellis,55,50026,62919,527118
Daphne Hill,40,42599,57067,145333
Terry Amaya,35,176923,14100,1350103
Lottie Griffith,57,76038,89947,391622
Ronald Moore,37,26540,61065,105357
Bernice Singletary,32,23240,79775,204429
Cynthia Johnson,25,40898,29579,68026
Debora Robert,54,48507,81162,739490
Eileen Thieman,50,23820,59686,165099
Kelsey Rasmussen,41,74199,29579,216446
Rafael Hargis,23,49133,31643,92795
Joshua Curreri,42,10557,40064,18483
Sarah Schupbach,26,46140,49890,314784
Tammy Fletcher,51,106484,53351,1105800
Jose Vickery,51,25013,31724,346775
Thelma Cox,63,72899,81722,492736
Anne Mariani,50,168181,14100,1440136
Manuel Marmolejo,51,111734,53351,1420441
Deborah Martin,55,34543,23944,452582
Linda Stewart,40,46580,31643,29200
Robert Cummings,41,14410,81722,28365
Madlyn Smith,25,83596,48910,1050311
Dustin Ropp,38,72664,55803,772461
Hugh Roche,50,64542,23944,313429
Kevin Linthicum,53,78122,30175,276595
Ray Franklin,40,110699,59686,288143
Sherill Mavraganis,61,148685,81162,900643
Robert Stanfield,25,71122,85486,158300
Esther Cage,28,32985,48910,252655
Brenda Meadors,26,39797,89947,125019
Joanne Culp,47,78771,61065,815465
Michael Bryant,61,67055,49785,846090
Mary Olson,35,26673,85486,173545
Ruby Watts,41,49518,60059,146516
Mary Hackett,49,71991,61910,47445
Joshua Gluck,20,34385,81162,59271
Judy Lee,47,70419,34618,718360
Ima Larkin,29,36377,48910,31672
Walter Carter,33,69473,62919,234740
Donna Gallegos,21,91414,33968,481418
Ruben Mcdonald,43,78038,70658,128899
Rose Baumgardner,21,29942,93287,83543
Steven Krug,49,59851,72096,728831
Margaret Richmond,22,108814,40445,589492
James Randall,42,25007,90214,123825
Steven Brown,64,77514,92366,226127
David Marshall,18,70943,79775,71954
Anthony Howard,65,23686,61910,302034
Jeremy Burns,63,50471,52566,200895
Victor Miranda,21,51481,41995,191627
Amy Monroe,49,24198,62919,47128
Felicia Ebert,21,159425,29579,260151
Lena Guerrero,63,72266,70658,1358552
Scott Owens,52,23517,81722,59230
Vickie Petersen,51,167413,89947,348809
Verna Kern,61,74042,23944,1043986
Carole Heredia,36,47194,40445,450183
Melody Smith,39,63801,55803,590920
James Bradley,23,33980,41995,145756
Roberto Kozlowski,41,174265,29579,701989
Joyce Macmillan,54,127415,11251,553184
Dolores Ross,49,92613,82564,621030
Albert Beale,43,32913,57129,369677
Anita Mathias,64,35596,61910,218764
Angel Sandberg,58,42802,29579,116340
Carlos Blake,60,42075,49890,320740
Dean Robinson,64,96690,53351,1489943
Tabitha Cornwell,40,33125,23944,374754
Karen Letarte,34,48430,60059,10400
Harold Muniz,37,76256,89947,763740
Jason Tharpe,52,47886,61910,361569
Douglas Meadows,43,43898,85486,134569
Alan Williams,45,125756,92366,614984
John Thompson,40,51112,48910,597450
Tony Cremeans,62,37856,62919,31435
Alta Libengood,65,71679,53351,1038562
Pam Bishop,64,34008,92366,273335
Cheryl Creasey,42,75654,55803,562692
Kathy Johnson,57,67312,60059,819925
John Apple,22,38950,49785,101318
Joseph Ochoa,63,35438,30175,554676
Bertha Bennett,59,47001,29256,400626
Earnest Patterson,61,48507,93287,619263
Matha Erickson,38,22310,92366,228275
Lee Edwards,31,100387,93287,248771
Alan Casteel,61,29184,59686,406330
John Reveal,22,129884,72096,511191
Angela Duty,56,51548,61065,245996
Brandi Lee,60,59159,90214,615291
Justin Malkani,32,31023,41318,273893
Carol Rodarte,43,67913,34618,182109
Maria Heacock,60,57163,29256,19888
Blanch Burgos,48,56645,90214,158916
Leah Sieberg,35,76605,59686,271337
Janice Shawgo,65,61721,93287,1125932
Victor Campbell,53,27981,82564,240219
Jewell Hawes,52,47114,80728,128624
Mildred Jackson,47,145190,57067,1542102
Christina Shelby,61,56054,40445,55022
Arthur Popielarczyk,42,32887,49890,103139
Robert Cuellar,38,47592,92366,195769
Daniel Rojo,64,39604,33968,739328
Stephan Dabbs,32,41042,82564,109966
Kasey Kilker,41,95838,82564,516615
Clyde Jones,29,36726,30175,334136
Lawrence Irish,53,155677,57067,1562624
Charles Powell,46,74061,89947,71979
Martha Brown,20,23084,60059,109077
Gabriel King,47,51648,41318,447409
Chris Pierce,62,113068,31643,1984321
Paula Yancey,22,83696,57129,295669
Arnulfo Huszar,52,62121,92366,59489
Harvey Williams,65,64662,60059,767788
Richard Cordes,29,105385,40445,633932
Jesse Canty,28,42404,29579,329796
Craig Petrash,26,31085,14100,89660
Arnold Koonce,57,88987,52566,1363829
Charles Thrift,33,52781,40445,279512
Wanda Mcelhaney,31,37151,29579,87882
Paula Ortiz,37,39187,41318,374519
Judith Modica,65,74676,70658,1053656
Edwin Dever,39,40963,31643,117016
Henry Medcalf,50,49880,48154,614445
Mary Mead,36,154526,57129,919027
Janet Earl,44,40243,29256,225631
Gary Gordon,28,71153,31643,198176
Greg Vasquez,49,63852,29256,735654
Mary Walters,19,112444,48910,286297
Ernest Parker,65,64001,14100,670777
William Geer,33,20813,31643,177260
James Milton,61,46548,23944,46362
Charles Tracy,59,97763,61065,590179
Larry Raines,29,31742,82564,225064
Ronnie Mcgee,45,40210,80728,401922
